school_code,cca,cca_category
7023,"Angklung/Kulintang Ensemble (Girls)",Arts
7023,"Choir (Girls)",Arts
7023,"Guitar Ensemble (Girls)",Arts
7023,"Modern Dance (Girls)",Arts
7023,"English Drama (Girls)",Arts
7023,"Concert Band (Girls)",Arts
7023,"Debating and Public Speaking (Girls)","Clubs and Societies"
7023,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
7023,"Community Service (Girls)","Clubs and Societies"
7025,"Badminton (Girls and Boys)",Sports
7025,"Basketball (Girls and Boys)",Sports
7025,"Netball (Girls)",Sports
7025,"Football (Boys)",Sports
7025,"Wushu (Girls and Boys)",Sports
7025,"Outdoor Adventure (Girls and Boys)",Sports
7025,"Boys' Brigade (Boys)","Uniform Group"
7025,"Girls' Brigade (Girls)","Uniform Group"
7025,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7025,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
7025,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
7025,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7025,"Choir (Girls)",Arts
7025,"Modern Dance (Girls and Boys)",Arts
7025,"English Drama (Girls and Boys)",Arts
7025,"Concert Band (Girls and Boys)",Arts
7025,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3055,"Badminton (Girls and Boys)",Sports
3055,"Basketball (Boys)",Sports
3055,"Hockey (Girls and Boys)",Sports
3055,"Netball (Girls)",Sports
3055,"Football (Boys)",Sports
3055,"Taekwondo (Girls and Boys)",Sports
3055,"Wushu (Girls and Boys)",Sports
3055,"Floorball (Girls)",Sports
3055,"Girl Guides (Girls)","Uniform Group"
3055,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3055,"Scouts (Boys)","Uniform Group"
3055,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3055,"Guitar Ensemble (Girls and Boys)",Arts
3055,"Modern Dance (Girls and Boys)",Arts
3055,"English Drama (Girls and Boys)",Arts
3055,"Concert Band (Girls and Boys)",Arts
3055,"Art and Crafts (Girls and Boys)",Arts
3055,"Robotics (Girls and Boys)","Clubs and Societies"
3055,"Environmental Science (Girls and Boys)","Clubs and Societies"
3055,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7104,"Badminton (Girls and Boys)",Sports
7104,"Basketball (Girls and Boys)",Sports
7104,"Netball (Girls)",Sports
7104,"Table Tennis (Girls and Boys)",Sports
7104,"Wushu (Girls and Boys)",Sports
7104,"Volleyball (Girls and Boys)",Sports
7104,"Girl Guides (Girls)","Uniform Group"
7104,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7104,"St John Brigade (Girls and Boys)","Uniform Group"
7104,"Scouts (Boys)","Uniform Group"
7104,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7104,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7104,"Choir (Girls and Boys)",Arts
7104,"Modern Dance (Girls and Boys)",Arts
7104,"Chinese Drama (Girls and Boys)","Clubs and Societies"
7104,"English Drama (Girls and Boys)",Arts
7104,"Concert Band (Girls and Boys)",Arts
7104,"Art and Crafts (Girls and Boys)",Arts
7104,"Lion and Dragon Dance (Girls and Boys)",Arts
7104,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
7104,"Chinese Chess (Girls and Boys)","Clubs and Societies"
7104,"Digital Media (Girls and Boys)","Clubs and Societies"
7105,"Basketball (Boys)",Sports
7105,"Fencing (Girls and Boys)",Sports
7105,"Wushu (Girls and Boys)",Sports
7105,"Volleyball (Girls and Boys)",Sports
7105,"Outdoor Adventure (Girls and Boys)",Sports
7105,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7105,"St John Brigade (Girls and Boys)","Uniform Group"
7105,"Scouts (Girls and Boys)","Uniform Group"
7105,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
7105,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7105,"Choir (Girls and Boys)",Arts
7105,"Guzheng Ensemble (Girls and Boys)",Arts
7105,"Modern Dance (Girls and Boys)",Arts
7105,"Chinese Dance (Girls)","Clubs and Societies"
7105,"Chinese Drama (Girls and Boys)","Clubs and Societies"
7105,"Concert Band (Girls and Boys)",Arts
7105,"Chinese Drums (Girls and Boys)","Clubs and Societies"
7105,"Audio Visual Aid (Girls and Boys)",Arts
7105,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
7105,"Environmental Science (Girls and Boys)","Clubs and Societies"
7105,"Journalism (Girls and Boys)","Clubs and Societies"
3029,"Badminton (Boys)",Sports
3029,"Basketball (Boys)",Sports
3029,"Netball (Girls)",Sports
3029,"Football (Boys)",Sports
3029,"Wushu (Girls and Boys)",Sports
3029,"Volleyball (Boys)",Sports
3029,"Outdoor Adventure (Girls and Boys)",Sports
3029,"Girl Guides (Girls)","Uniform Group"
3029,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3029,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3029,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3029,"Guzheng Ensemble (Girls and Boys)",Arts
3029,"Modern Dance (Girls and Boys)",Arts
3029,"English Drama (Girls and Boys)",Arts
3029,"Concert Band (Girls and Boys)",Arts
3029,"Art and Crafts (Girls and Boys)",Arts
3029,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3012,"Badminton (Girls and Boys)",Sports
3012,"Basketball (Boys)",Sports
3012,"Cross Country (Girls and Boys)",Sports
3012,"Netball (Girls)",Sports
3012,"Football (Boys)",Sports
3012,"Dragon Boat (Boys)",Sports
3012,"Girl Guides (Girls)","Uniform Group"
3012,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3012,"Red Cross Youth (Girls and Boys)","Uniform Group"
3012,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3012,"Choir (Girls and Boys)",Arts
3012,"Chinese Dance (Girls)","Clubs and Societies"
3012,"Indian Dance (Girls and Boys)",Arts
3012,"Malay Dance (Girls and Boys)",Arts
3012,"English Drama (Girls and Boys)",Arts
3012,"Concert Band (Girls and Boys)",Arts
3012,"Robotics (Girls and Boys)","Clubs and Societies"
3012,"Environmental Science (Girls and Boys)","Clubs and Societies"
3012,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3622,"Badminton (Girls and Boys)",Sports
3622,"Basketball (Girls and Boys)",Sports
3622,"Netball (Girls)",Sports
3622,"Softball (Boys)",Sports
3622,"Floorball (Girls and Boys)",Sports
3622,"Boys' Brigade (Boys)","Uniform Group"
3622,"Girl Guides (Girls)","Uniform Group"
3622,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3622,"Red Cross Youth (Girls and Boys)","Uniform Group"
3622,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3622,"Choir (Girls and Boys)",Arts
3622,"Modern Dance (Girls and Boys)",Arts
3622,"English Drama (Girls and Boys)",Arts
3622,"Concert Band (Girls and Boys)",Arts
3622,"Aero-Modelling (Girls and Boys)","Clubs and Societies"
3622,"Robotics (Girls and Boys)","Clubs and Societies"
3622,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3622,"Environmental Science (Girls and Boys)","Clubs and Societies"
3622,"Community Service (Girls and Boys)","Clubs and Societies"
3005,"Badminton (Girls)",Sports
3005,"Canoeing (Girls)",Sports
3005,"Hockey (Girls)",Sports
3005,"Netball (Girls)",Sports
3005,"Softball (Girls)",Sports
3005,"Track and Field (Girls)",Sports
3005,"Girl Guides (Girls)","Uniform Group"
3005,"Red Cross Youth (Girls)","Uniform Group"
3005,"National Cadet Corps (NCC) (Land) (Girls)","Uniform Group"
3005,"Angklung/Kulintang Ensemble (Girls)",Arts
3005,"Choir (Girls)",Arts
3005,"Chinese Dance (Girls)","Clubs and Societies"
3005,"English Drama (Girls)",Arts
3005,"Concert Band (Girls)",Arts
3005,"Audio Visual Aid (Girls)",Arts
3005,"International Chess (Girls)","Clubs and Societies"
3005,"Photography (Girls)","Clubs and Societies"
3005,"Infocomm Technology (Computing) (Girls)","Clubs and Societies"
3005,"Entrepreneurship (Girls)","Clubs and Societies"
7806,"Badminton (Girls and Boys)",Sports
7806,"Basketball (Girls and Boys)",Sports
7806,"Football (Boys)",Sports
7806,"Track and Field (Girls and Boys)",Sports
7806,"Floorball (Boys)",Sports
7806,"Girl Guides (Girls)","Uniform Group"
7806,"Scouts (Girls and Boys)","Uniform Group"
7806,"Guitar Ensemble (Girls and Boys)",Arts
7806,"Modern Dance (Girls and Boys)",Arts
7806,"English Drama (Girls and Boys)",Arts
7806,"Concert Band (Girls and Boys)",Arts
7806,"Art and Crafts (Girls and Boys)",Arts
7806,"Design and Innovation (Girls and Boys)","Clubs and Societies"
7806,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
7806,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7806,"Modular CCA (C&S) (Girls and Boys)","Clubs and Societies"
7806,"Community Service (Girls and Boys)","Clubs and Societies"
3056,"Canoeing (Girls)",Sports
3056,"Netball (Girls)",Sports
3056,"Rugby (Boys)",Sports
3056,"Dragon Boat (Boys)",Sports
3056,"Girl Guides (Girls)","Uniform Group"
3056,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3056,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3056,"Choir (Girls and Boys)",Arts
3056,"Guzheng Ensemble (Girls and Boys)",Arts
3056,"Modern Dance (Girls and Boys)",Arts
3056,"Malay Dance (Girls and Boys)",Arts
3056,"English Drama (Girls and Boys)",Arts
3056,"Concert Band (Girls and Boys)",Arts
3056,"Art and Crafts (Girls and Boys)",Arts
3056,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3056,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3228,"Badminton (Boys)",Sports
3228,"Basketball (Girls)",Sports
3228,"Football (Girls)",Sports
3228,"Track and Field (Girls and Boys)",Sports
3228,"Table Tennis (Girls and Boys)",Sports
3228,"Volleyball (Boys)",Sports
3228,"Outdoor Adventure (Girls and Boys)",Sports
3228,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3228,"St John Brigade (Girls and Boys)","Uniform Group"
3228,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3228,"Choir (Girls and Boys)",Arts
3228,"Marching Band (Girls and Boys)",Arts
3228,"Modern Dance (Girls and Boys)",Arts
3228,"English Drama (Girls and Boys)",Arts
3228,"Art and Crafts (Girls and Boys)",Arts
3228,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3228,"Environmental Science (Girls and Boys)","Clubs and Societies"
3228,"Journalism (Girls and Boys)","Clubs and Societies"
3503,"Basketball (Girls and Boys)",Sports
3503,"Football (Boys)",Sports
3503,"Table Tennis (Girls and Boys)",Sports
3503,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3503,"St John Brigade (Girls and Boys)","Uniform Group"
3503,"Scouts (Boys)","Uniform Group"
3503,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3503,"Choir (Girls and Boys)",Arts
3503,"Guzheng Ensemble (Girls and Boys)",Arts
3503,"Modern Dance (Girls and Boys)",Arts
3503,"Malay Dance (Girls and Boys)",Arts
3503,"English Drama (Girls and Boys)",Arts
3503,"Concert Band (Girls and Boys)",Arts
3503,"Audio Visual Aid (Girls and Boys)",Arts
3503,"Photography (Girls and Boys)","Clubs and Societies"
3503,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3503,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3101,"Shooting (Girls and Boys)",Sports
3101,"Badminton (Girls and Boys)",Sports
3101,"Basketball (Girls and Boys)",Sports
3101,"Softball (Girls)",Sports
3101,"Sailing (Girls and Boys)",Sports
3101,"Track and Field (Girls and Boys)",Sports
3101,"Table Tennis (Girls and Boys)",Sports
3101,"Wushu (Girls and Boys)",Sports
3101,"Volleyball (Girls and Boys)",Sports
3101,"Girl Guides (Girls)","Uniform Group"
3101,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3101,"St John Brigade (Girls and Boys)","Uniform Group"
3101,"Scouts (Boys)","Uniform Group"
3101,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3101,"Choir (Girls and Boys)",Arts
3101,"String Ensemble (Girls and Boys)",Arts
3101,"Modern Dance (Girls)",Arts
3101,"Chinese Dance (Girls)","Clubs and Societies"
3101,"Chinese Drama (Girls and Boys)","Clubs and Societies"
3101,"English Drama (Girls and Boys)",Arts
3101,"Concert Band (Girls and Boys)",Arts
3101,"Art and Crafts (Girls and Boys)",Arts
3101,"Debating and Public Speaking (Girls and Boys)","Clubs and Societies"
3101,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
3101,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3101,"Robotics (Girls and Boys)","Clubs and Societies"
3207,"Badminton (Boys)",Sports
3207,"Basketball (Girls and Boys)",Sports
3207,"Netball (Girls)",Sports
3207,"Football (Girls)",Sports
3207,"Volleyball (Boys)",Sports
3207,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3207,"Red Cross Youth (Girls and Boys)","Uniform Group"
3207,"Scouts (Girls and Boys)","Uniform Group"
3207,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
3207,"Choir (Girls and Boys)",Arts
3207,"Guitar Ensemble (Girls and Boys)",Arts
3207,"Modern Dance (Girls and Boys)",Arts
3207,"English Drama (Girls and Boys)",Arts
3207,"Concert Band (Girls and Boys)",Arts
3207,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3207,"Environmental Science (Girls and Boys)","Clubs and Societies"
3207,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3609,"Badminton (Girls and Boys)",Sports
3609,"Basketball (Boys)",Sports
3609,"Netball (Girls)",Sports
3609,"Floorball (Girls and Boys)",Sports
3609,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3609,"St John Brigade (Girls and Boys)","Uniform Group"
3609,"Scouts (Boys)","Uniform Group"
3609,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3609,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3609,"Choir (Girls and Boys)",Arts
3609,"Chinese Dance (Girls)","Clubs and Societies"
3609,"Malay Dance (Girls)",Arts
3609,"English Drama (Girls and Boys)",Arts
3609,"Concert Band (Girls and Boys)",Arts
3609,"Art and Crafts (Girls and Boys)",Arts
3609,"Audio Visual Aid (Girls and Boys)",Arts
3609,"Environmental Science (Girls and Boys)","Clubs and Societies"
3609,"Journalism (Girls and Boys)","Clubs and Societies"
3075,"Shooting (Girls and Boys)",Sports
3075,"Badminton (Girls and Boys)",Sports
3075,"Basketball (Girls and Boys)",Sports
3075,"Softball (Girls)",Sports
3075,"Taekwondo (Girls and Boys)",Sports
3075,"Wushu (Girls and Boys)",Sports
3075,"Volleyball (Boys)",Sports
3075,"Girl Guides (Girls)","Uniform Group"
3075,"Scouts (Boys)","Uniform Group"
3075,"National Police Cadet Corps (NPCC) (Sea) (Girls and Boys)","Uniform Group"
3075,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3075,"Choir (Girls and Boys)",Arts
3075,"Harmonica Ensemble (Girls and Boys)",Arts
3075,"Guzheng Ensemble (Girls and Boys)",Arts
3075,"Percussion Ensemble (Girls and Boys)",Arts
3075,"Modern Dance (Girls and Boys)",Arts
3075,"English Drama (Girls and Boys)",Arts
3075,"Concert Band (Girls and Boys)",Arts
3075,"Art and Crafts (Girls and Boys)",Arts
3075,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3075,"Robotics (Girls and Boys)","Clubs and Societies"
3075,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3075,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
3075,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3623,"Badminton (Girls and Boys)",Sports
3623,"Cross Country (Girls and Boys)",Sports
3623,"Netball (Girls)",Sports
3623,"Rugby (Boys)",Sports
3623,"Table Tennis (Girls and Boys)",Sports
3623,"Volleyball (Boys)",Sports
3623,"Touch Rugby (Girls)",Sports
3623,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3623,"Red Cross Youth (Girls and Boys)","Uniform Group"
3623,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3623,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3623,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3623,"Guitar Ensemble (Girls and Boys)",Arts
3623,"Gamelan Ensemble (Girls and Boys)",Arts
3623,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3623,"Malay Dance (Girls and Boys)",Arts
3623,"English Language, Drama and Debating (Girls and Boys)",Arts
3623,"Community Service (Rotary-Sponsored) (Girls and Boys)","Clubs and Societies"
3623,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3623,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3623,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3623,"Student Leadership (House) (Girls and Boys)","Clubs and Societies"
3623,"Student Leadership (Prefect) (Girls and Boys)","Clubs and Societies"
7309,"Badminton (Girls and Boys)",Sports
7309,"Basketball (Boys)",Sports
7309,"Netball (Girls)",Sports
7309,"Football (Boys)",Sports
7309,"Volleyball (Girls and Boys)",Sports
7309,"Boys' Brigade (Boys)","Uniform Group"
7309,"Girls' Brigade (Girls)","Uniform Group"
7309,"Red Cross Youth (Girls and Boys)","Uniform Group"
7309,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7309,"National Cadet Corps (NCC) (Sea) (Girls and Boys)","Uniform Group"
7309,"Choir (Girls and Boys)",Arts
7309,"Guitar Ensemble (Girls and Boys)",Arts
7309,"Modern Dance (Girls and Boys)",Arts
7309,"English Drama (Girls and Boys)",Arts
7309,"Concert Band (Girls and Boys)",Arts
7309,"Robotics (Girls and Boys)","Clubs and Societies"
7309,"Media Resource Library (Girls and Boys)","Clubs and Societies"
7309,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7309,"Journalism (Girls and Boys)","Clubs and Societies"
3024,"Basketball (Boys)",Sports
3024,"Netball (Girls)",Sports
3024,"Sepaktakraw (Boys)",Sports
3024,"Football (Boys)",Sports
3024,"Boys' Brigade (Boys)","Uniform Group"
3024,"Girl Guides (Girls)","Uniform Group"
3024,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3024,"Guitar Ensemble (Girls and Boys)",Arts
3024,"Modern Dance (Girls and Boys)",Arts
3024,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3024,"Indian Dance (Girls and Boys)",Arts
3024,"Malay Dance (Girls and Boys)",Arts
3024,"Concert Band (Girls and Boys)",Arts
3024,"Community Service (Rotary-Sponsored) (Girls and Boys)","Clubs and Societies"
3024,"Lion and Dragon Dance (Girls and Boys)",Arts
3024,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3024,"Robotics (Girls and Boys)","Clubs and Societies"
3614,"Shooting (Girls and Boys)",Sports
3614,"Badminton (Girls and Boys)",Sports
3614,"Table Tennis (Girls and Boys)",Sports
3614,"Tchoukball (Girls and Boys)",Sports
3614,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3614,"Red Cross Youth (Girls and Boys)","Uniform Group"
3614,"Scouts (Girls and Boys)","Uniform Group"
3614,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3614,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3614,"Choir (Girls and Boys)",Arts
3614,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3614,"Concert Band (Girls and Boys)",Arts
3614,"Art and Crafts (Girls and Boys)",Arts
3614,"English Language, Drama and Debating (Girls and Boys)",Arts
3614,"Malay Culture and Language (Girls and Boys)",Arts
3614,"Robotics (Girls and Boys)","Clubs and Societies"
3614,"Environmental Science (Girls and Boys)","Clubs and Societies"
3614,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3006,"Basketball (Boys)",Sports
3006,"Canoeing (Girls and Boys)",Sports
3006,"Cross Country (Girls and Boys)",Sports
3006,"Football (Boys)",Sports
3006,"Table Tennis (Girls)",Sports
3006,"Boys' Brigade (Boys)","Uniform Group"
3006,"Girls' Brigade (Girls)","Uniform Group"
3006,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
3006,"St John Brigade (Girls and Boys)","Uniform Group"
3006,"Scouts (Girls and Boys)","Uniform Group"
3006,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3006,"Choir (Girls and Boys)",Arts
3006,"Marching Band (Girls and Boys)",Arts
3006,"Modern Dance (Girls and Boys)",Arts
3006,"English Drama (Girls and Boys)",Arts
3006,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
3006,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3006,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
7005,"Badminton (Girls and Boys)",Sports
7005,"Basketball (Boys)",Sports
7005,"Netball (Girls)",Sports
7005,"Football (Boys)",Sports
7005,"Softball (Girls)",Sports
7005,"Track and Field (Girls and Boys)",Sports
7005,"Table Tennis (Girls and Boys)",Sports
7005,"Volleyball (Boys)",Sports
7005,"Boys' Brigade (Boys)","Uniform Group"
7005,"Girls' Brigade (Girls)","Uniform Group"
7005,"Girl Guides (Girls)","Uniform Group"
7005,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7005,"Choir (Girls and Boys)",Arts
7005,"Chinese Dance (Girls)","Clubs and Societies"
7005,"English Drama (Girls and Boys)",Arts
7005,"Concert Band (Girls and Boys)",Arts
7005,"Photography (Girls and Boys)","Clubs and Societies"
7005,"Strategy Games (Girls and Boys)","Clubs and Societies"
7005,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3074,"Canoeing (Girls and Boys)",Sports
3074,"Fencing (Girls and Boys)",Sports
3074,"Football (Boys)",Sports
3074,"Softball (Girls and Boys)",Sports
3074,"Floorball (Girls and Boys)",Sports
3074,"Outdoor Adventure (Girls and Boys)",Sports
3074,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3074,"Red Cross Youth (Girls and Boys)","Uniform Group"
3074,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3074,"Angklung/Kulintang Ensemble (Girls and Boys)",Arts
3074,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3074,"Choir (Girls)",Arts
3074,"Modern Dance (Girls and Boys)",Arts
3074,"English Drama (Girls and Boys)",Arts
3074,"Art and Crafts (Girls and Boys)",Arts
3074,"Robotics (Girls and Boys)","Clubs and Societies"
3074,"Digital Media (Girls and Boys)","Clubs and Societies"
3074,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3051,"Badminton (Boys)",Sports
3051,"Netball (Girls)",Sports
3051,"Rugby (Boys)",Sports
3051,"Football (Boys)",Sports
3051,"Volleyball (Girls)",Sports
3051,"Tchoukball (Girls and Boys)",Sports
3051,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3051,"Scouts (Girls and Boys)","Uniform Group"
3051,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3051,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3051,"Modern Dance (Girls and Boys)",Arts
3051,"English Drama (Girls and Boys)",Arts
3051,"Concert Band (Girls and Boys)",Arts
3051,"Robotics (Girls and Boys)","Clubs and Societies"
3051,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3238,"Badminton (Girls and Boys)",Sports
3238,"Basketball (Boys)",Sports
3238,"Cross Country (Girls and Boys)",Sports
3238,"Football (Boys)",Sports
3238,"Rockwall Climbing (Girls and Boys)",Sports
3238,"Girls' Brigade (Girls)","Uniform Group"
3238,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3238,"Red Cross Youth (Girls and Boys)","Uniform Group"
3238,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3238,"Choir (Girls and Boys)",Arts
3238,"English Drama (Girls and Boys)",Arts
3238,"Concert Band (Girls and Boys)",Arts
3238,"Modular CCA (Vpa) (Girls and Boys)","Clubs and Societies"
3238,"Audio Visual Aid (Girls and Boys)",Arts
3238,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3238,"Environmental Science (Girls and Boys)","Clubs and Societies"
7031,"Badminton (Boys)",Sports
7031,"Cross Country (Girls and Boys)",Sports
7031,"Football (Boys)",Sports
7031,"Volleyball (Girls)",Sports
7031,"Floorball (Girls and Boys)",Sports
7031,"Bowling (Girls and Boys)",Sports
7031,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7031,"St John Brigade (Girls and Boys)","Uniform Group"
7031,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7031,"Choir (Girls and Boys)",Arts
7031,"Modern Dance (Girls and Boys)",Arts
7031,"English Drama (Girls and Boys)",Arts
7031,"Concert Band (Girls and Boys)",Arts
7031,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
7031,"Robotics (Girls and Boys)","Clubs and Societies"
7031,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3048,"Badminton (Boys)",Sports
3048,"Netball (Girls)",Sports
3048,"Volleyball (Girls)",Sports
3048,"Floorball (Boys)",Sports
3048,"Boys' Brigade (Boys)","Uniform Group"
3048,"Girls' Brigade (Girls)","Uniform Group"
3048,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3048,"Scouts (Girls and Boys)","Uniform Group"
3048,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3048,"Choir (Girls and Boys)",Arts
3048,"Modern Dance (Girls and Boys)",Arts
3048,"Malay Dance (Girls and Boys)",Arts
3048,"English Drama (Girls and Boys)",Arts
3048,"Concert Band (Girls and Boys)",Arts
3048,"Art and Crafts (Girls and Boys)",Arts
3048,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3048,"Robotics (Girls and Boys)","Clubs and Societies"
3048,"Digital Media (Girls and Boys)","Clubs and Societies"
7108,"Badminton (Girls and Boys)",Sports
7108,"Basketball (Boys)",Sports
7108,"Netball (Girls)",Sports
7108,"Football (Boys)",Sports
7108,"Wushu (Girls and Boys)",Sports
7108,"Floorball (Girls)",Sports
7108,"Bowling (Girls and Boys)",Sports
7108,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7108,"St John Brigade (Girls and Boys)","Uniform Group"
7108,"Scouts (Boys)","Uniform Group"
7108,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7108,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7108,"Choir (Girls and Boys)",Arts
7108,"Modern Dance (Girls and Boys)",Arts
7108,"English Drama (Girls and Boys)",Arts
7108,"Art and Crafts (Girls and Boys)",Arts
7108,"Chinese Weiqi (Girls and Boys)","Clubs and Societies"
7108,"Media Resource Library (Girls and Boys)","Clubs and Societies"
7108,"Community Service (Girls and Boys)","Clubs and Societies"
7108,"Journalism (Girls and Boys)","Clubs and Societies"
3046,"Basketball (Boys)",Sports
3046,"Judo (Girls and Boys)",Sports
3046,"Netball (Girls)",Sports
3046,"Football (Boys)",Sports
3046,"Wushu (Girls and Boys)",Sports
3046,"Floorball (Girls and Boys)",Sports
