school_code,cca,cca_category
3058,"Wushu (Girls and Boys)",Sports
3058,"Floorball (Girls and Boys)",Sports
3058,"Girl Guides (Girls)","Uniform Group"
3058,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3058,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3058,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3058,"Guzheng Ensemble (Girls and Boys)",Arts
3058,"Modern Dance (Girls and Boys)",Arts
3058,"Indian Dance (Girls and Boys)",Arts
3058,"Malay Dance (Girls and Boys)",Arts
3058,"Concert Band (Girls and Boys)",Arts
3058,"Pipe Band (Girls and Boys)",Arts
3058,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3058,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7803,"Badminton (Girls and Boys)",Sports
7803,"Basketball (Boys)",Sports
7803,"Netball (Girls)",Sports
7803,"Sepaktakraw (Boys)",Sports
7803,"Football (Girls and Boys)",Sports
7803,"Track and Field (Girls and Boys)",Sports
7803,"Table Tennis (Girls and Boys)",Sports
7803,"Floorball (Boys)",Sports
7803,"Girl Guides (Girls)","Uniform Group"
7803,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
7803,"Modern Dance (Girls)",Arts
7803,"English Drama (Girls and Boys)",Arts
7803,"Art and Crafts (Girls and Boys)",Arts
7803,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
7803,"Environmental Science (Girls and Boys)","Clubs and Societies"
7803,"Media Resource and IT Club (Girls and Boys)","Clubs and Societies"
7803,"Food and Consumer Education (Girls and Boys)","Clubs and Societies"
7803,"Reading and Writing (Girls and Boys)","Clubs and Societies"
7801,"Badminton (Girls and Boys)",Sports
7801,"Basketball (Boys)",Sports
7801,"Netball (Girls)",Sports
7801,"Football (Boys)",Sports
7801,"Track and Field (Girls and Boys)",Sports
7801,"Table Tennis (Boys)",Sports
7801,"Tennis (Boys)",Sports
7801,"St John Brigade (Girls and Boys)","Uniform Group"
7801,"Scouts (Boys)","Uniform Group"
7801,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7801,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7801,"Choir (Girls and Boys)",Arts
7801,"Western Orchestra (Girls and Boys)",Arts
7801,"English Drama (Girls and Boys)",Arts
7801,"International Chess (Girls and Boys)","Clubs and Societies"
7801,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
7801,"Robotics (Girls and Boys)","Clubs and Societies"
7801,"Chinese Chess (Girls and Boys)","Clubs and Societies"
7801,"Journalism (Girls and Boys)","Clubs and Societies"
3605,"Basketball (Girls and Boys)",Sports
3605,"Netball (Girls)",Sports
3605,"Football (Boys)",Sports
3605,"Wushu (Girls and Boys)",Sports
3605,"Floorball (Girls and Boys)",Sports
3605,"Boys' Brigade (Boys)","Uniform Group"
3605,"Girls' Brigade (Girls)","Uniform Group"
3605,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3605,"National Cadet Corps (NCC) (Sea) (Girls and Boys)","Uniform Group"
3605,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3605,"Choir (Girls and Boys)",Arts
3605,"Guitar Ensemble (Girls and Boys)",Arts
3605,"Modern Dance (Girls and Boys)",Arts
3605,"English Drama (Girls and Boys)",Arts
3605,"Concert Band (Girls and Boys)",Arts
3605,"Art and Crafts (Girls and Boys)",Arts
3605,"Students' Council (Girls and Boys)","Clubs and Societies"
3605,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3215,"Basketball (Boys)",Sports
3215,"Netball (Girls)",Sports
3215,"Swimming (Girls and Boys)",Sports
3215,"Water Polo (Boys)",Sports
3215,"Modular CCA (Sports) (Girls and Boys)","Clubs and Societies"
3215,"Rockwall Climbing (Girls and Boys)",Sports
3215,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3215,"Modern Dance (Girls and Boys)",Arts
3215,"Concert Band (Girls and Boys)",Arts
3215,"Audio Visual Aid (Girls and Boys)",Arts
3215,"Photography (Girls and Boys)","Clubs and Societies"
3215,"Robotics (Girls and Boys)","Clubs and Societies"
3215,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
3215,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3235,"Badminton (Boys)",Sports
3235,"Basketball (Girls and Boys)",Sports
3235,"Netball (Girls)",Sports
3235,"Football (Boys)",Sports
3235,"Table Tennis (Boys)",Sports
3235,"Volleyball (Girls and Boys)",Sports
3235,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3235,"National Cadet Corps (NCC) (Land) (Girls)","Uniform Group"
3235,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3235,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3235,"Choir (Girls and Boys)",Arts
3235,"Modern Dance (Girls and Boys)",Arts
3235,"Concert Band (Girls and Boys)",Arts
3235,"Design and Innovation (Girls and Boys)","Clubs and Societies"
7026,"Badminton (Girls)",Sports
7026,"Netball (Girls)",Sports
7026,"Swimming (Girls)",Sports
7026,"Track and Field (Girls)",Sports
7026,"Table Tennis (Girls)",Sports
7026,"Volleyball (Girls)",Sports
7026,"Rhythmic Gymnastics (Girls)",Sports
7026,"Girls' Brigade (Girls)","Uniform Group"
7026,"National Police Cadet Corps (NPCC) (Girls)","Uniform Group"
7026,"St John Brigade (Girls)","Uniform Group"
7026,"Choir (Girls)",Arts
7026,"Guitar Ensemble (Girls)",Arts
7026,"Guzheng Ensemble (Girls)",Arts
7026,"Handbell Ensemble (Girls)",Arts
7026,"Harp Ensemble (Girls)",Arts
7026,"Modern Dance (Girls)",Arts
7026,"Chinese Drama (Girls)","Clubs and Societies"
7026,"English Drama (Girls)",Arts
7026,"Concert Band (Girls)",Arts
7026,"English Language, Drama and Debating (Girls)",Arts
7026,"Photography (Girls)","Clubs and Societies"
7026,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
3073,"Badminton (Girls and Boys)",Sports
3073,"Basketball (Boys)",Sports
3073,"Football (Boys)",Sports
3073,"Table Tennis (Girls and Boys)",Sports
3073,"Taekwondo (Girls and Boys)",Sports
3073,"Wushu (Girls and Boys)",Sports
3073,"Floorball (Girls)",Sports
3073,"Outdoor Adventure (Girls and Boys)",Sports
3073,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3073,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3073,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3073,"Choir (Girls and Boys)",Arts
3073,"Guzheng Ensemble (Girls and Boys)",Arts
3073,"Modern Dance (Girls)",Arts
3073,"Concert Band (Girls and Boys)",Arts
3073,"Art and Crafts (Girls and Boys)",Arts
3073,"Robotics (Girls and Boys)","Clubs and Societies"
3073,"Speech and Drama (Girls and Boys)",Arts
3073,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3073,"Journalism (Girls and Boys)","Clubs and Societies"
3073,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3232,"Basketball (Boys)",Sports
3232,"Softball (Girls and Boys)",Sports
3232,"Volleyball (Boys)",Sports
3232,"Floorball (Girls and Boys)",Sports
3232,"Girl Guides (Girls)","Uniform Group"
3232,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3232,"National Cadet Corps (NCC) (Sea) (Girls and Boys)","Uniform Group"
3232,"Modern Dance (Girls and Boys)",Arts
3232,"English Drama (Girls and Boys)",Arts
3232,"Concert Band (Girls and Boys)",Arts
3232,"Aero-Modelling (Girls and Boys)","Clubs and Societies"
3232,"Art and Crafts (Girls and Boys)",Arts
3232,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3232,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3061,"Basketball (Boys)",Sports
3061,"Judo (Girls and Boys)",Sports
3061,"Netball (Girls)",Sports
3061,"Rugby (Boys)",Sports
3061,"Table Tennis (Girls and Boys)",Sports
3061,"Volleyball (Girls)",Sports
3061,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3061,"Scouts (Girls and Boys)","Uniform Group"
3061,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3061,"Choir (Girls and Boys)",Arts
3061,"Modern Dance (Girls)",Arts
3061,"English Drama (Girls and Boys)",Arts
3061,"Concert Band (Girls and Boys)",Arts
3061,"Art and Crafts (Girls and Boys)",Arts
3061,"Robotics (Girls and Boys)","Clubs and Societies"
3061,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7308,"Badminton (Girls and Boys)",Sports
7308,"Basketball (Girls and Boys)",Sports
7308,"Football (Boys)",Sports
7308,"Table Tennis (Girls and Boys)",Sports
7308,"Volleyball (Girls and Boys)",Sports
7308,"Boys' Brigade (Boys)","Uniform Group"
7308,"Girls' Brigade (Girls)","Uniform Group"
7308,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7308,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
7308,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7308,"Choir (Girls and Boys)",Arts
7308,"Guzheng Ensemble (Girls and Boys)",Arts
7308,"Modern Dance (Girls and Boys)",Arts
7308,"English Drama (Girls and Boys)",Arts
7308,"Concert Band (Girls and Boys)",Arts
7308,"Audio Visual Aid (Girls and Boys)",Arts
7308,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3070,"Shooting (Girls and Boys)",Sports
3070,"Basketball (Boys)",Sports
3070,"Netball (Girls)",Sports
3070,"Football (Boys)",Sports
3070,"Table Tennis (Boys)",Sports
3070,"Volleyball (Girls and Boys)",Sports
3070,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3070,"Red Cross Youth (Girls and Boys)","Uniform Group"
3070,"Scouts (Boys)","Uniform Group"
3070,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3070,"Choir (Girls and Boys)",Arts
3070,"Guzheng Ensemble (Girls and Boys)",Arts
3070,"Modern Dance (Girls and Boys)",Arts
3070,"Concert Band (Girls and Boys)",Arts
3070,"Art and Crafts (Girls and Boys)",Arts
3070,"Audio Visual Aid (Girls and Boys)",Arts
3070,"English Language, Drama and Debating (Girls and Boys)",Arts
3070,"Community Service (Rotary-Sponsored) (Girls and Boys)","Clubs and Societies"
3070,"Indian Language, Drama and Debating (Girls and Boys)",Arts
3070,"Environmental Science (Girls and Boys)","Clubs and Societies"
3508,"Basketball (Girls and Boys)",Sports
3508,"Football (Boys)",Sports
3508,"Table Tennis (Girls and Boys)",Sports
3508,"Wushu (Girls and Boys)",Sports
3508,"Volleyball (Girls and Boys)",Sports
3508,"Girl Guides (Girls)","Uniform Group"
3508,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3508,"Red Cross Youth (Girls and Boys)","Uniform Group"
3508,"Scouts (Boys)","Uniform Group"
3508,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3508,"Choir (Girls and Boys)",Arts
3508,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3508,"Malay Dance (Girls and Boys)",Arts
3508,"English Drama (Girls and Boys)",Arts
3508,"Concert Band (Girls and Boys)",Arts
3508,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3508,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3508,"Digital Media (Girls and Boys)","Clubs and Societies"
3508,"Strategy Games (Girls and Boys)","Clubs and Societies"
3007,"Badminton (Girls)",Sports
3007,"Basketball (Boys)",Sports
3007,"Hockey (Girls and Boys)",Sports
3007,"Football (Girls and Boys)",Sports
3007,"Volleyball (Girls and Boys)",Sports
3007,"Boys' Brigade (Boys)","Uniform Group"
3007,"Girl Guides (Girls and Boys)","Uniform Group"
3007,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3007,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3007,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3007,"Choir (Girls and Boys)",Arts
3007,"Modern Dance (Girls)",Arts
3007,"Chinese Dance (Girls)","Clubs and Societies"
3007,"Concert Band (Girls and Boys)",Arts
3007,"English Language, Drama and Debating (Girls and Boys)",Arts
3007,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3007,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3007,"Community Service (Girls and Boys)","Clubs and Societies"
3008,"Shooting (Girls)",Sports
3008,"Badminton (Girls)",Sports
3008,"Basketball (Girls)",Sports
3008,"Fencing (Girls)",Sports
3008,"Netball (Girls)",Sports
3008,"Softball (Girls)",Sports
3008,"Squash (Girls)",Sports
3008,"Swimming (Girls)",Sports
3008,"Sailing (Girls)",Sports
3008,"Track and Field (Girls)",Sports
3008,"Table Tennis (Girls)",Sports
3008,"Tennis (Girls)",Sports
3008,"Rhythmic Gymnastics (Girls)",Sports
3008,"Trampoline (Girls)",Sports
3008,"Girls' Brigade (Girls)","Uniform Group"
3008,"Girl Guides (Girls)","Uniform Group"
3008,"Red Cross Youth (Girls)","Uniform Group"
3008,"National Cadet Corps (NCC) (Land) (Girls)","Uniform Group"
3008,"National Police Cadet Corps (NPCC) (Sea) (Girls)","Uniform Group"
3008,"Angklung/Kulintang Ensemble (Girls)",Arts
3008,"Chinese Orchestra (Girls)","Clubs and Societies"
3008,"Choir (Girls)",Arts
3008,"Guitar Ensemble (Girls)",Arts
3008,"String Ensemble (Girls)",Arts
3008,"Handbell Ensemble (Girls)",Arts
3008,"Modern Dance (Girls)",Arts
3008,"Chinese Dance (Girls)","Clubs and Societies"
3008,"Opera/Operatta (Girls)",Arts
3008,"Concert Band (Girls)",Arts
3008,"Art and Crafts (Girls)",Arts
3008,"Debating and Public Speaking (Girls)","Clubs and Societies"
3008,"Photography (Girls)","Clubs and Societies"
3008,"Infocomm Technology (Computing) (Girls)","Clubs and Societies"
3008,"Robotics (Girls)","Clubs and Societies"
3008,"Environmental Science (Girls)","Clubs and Societies"
3008,"Strategy Games (Girls)","Clubs and Societies"
3009,"Shooting (Boys)",Sports
3009,"Badminton (Boys)",Sports
3009,"Basketball (Boys)",Sports
3009,"Cricket (Boys)",Sports
3009,"Cross Country (Boys)",Sports
3009,"Fencing (Boys)",Sports
3009,"Hockey (Boys)",Sports
3009,"Judo (Boys)",Sports
3009,"Rugby (Boys)",Sports
3009,"Softball (Boys)",Sports
3009,"Squash (Boys)",Sports
3009,"Swimming (Boys)",Sports
3009,"Sailing (Boys)",Sports
3009,"Track and Field (Boys)",Sports
3009,"Table Tennis (Boys)",Sports
3009,"Tennis (Boys)",Sports
3009,"Water Polo (Boys)",Sports
3009,"Floorball (Boys)",Sports
3009,"Boys' Brigade (Boys)","Uniform Group"
3009,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
3009,"Red Cross Youth (Boys)","Uniform Group"
3009,"Scouts (Boys)","Uniform Group"
3009,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3009,"Chinese Orchestra (Boys)","Clubs and Societies"
3009,"Choir (Boys)",Arts
3009,"English Drama (Boys)",Arts
3009,"Concert Band (Boys)",Arts
3009,"International Chess (Boys)","Clubs and Societies"
3009,"Debating and Public Speaking (Boys)","Clubs and Societies"
3009,"Community Service (Rotary-Sponsored) (Boys)","Clubs and Societies"
3009,"Mathematics (Boys)","Clubs and Societies"
3009,"Heritage (Boys)","Clubs and Societies"
3009,"Photography (Boys)","Clubs and Societies"
3009,"Infocomm Technology (Computing) (Boys)","Clubs and Societies"
3009,"Publication (Boys)","Clubs and Societies"
3009,"Environmental Science (Boys)","Clubs and Societies"
3009,"Physical Science (Boys)","Clubs and Societies"
3618,"Badminton (Girls and Boys)",Sports
3618,"Basketball (Boys)",Sports
3618,"Netball (Girls)",Sports
3618,"Football (Boys)",Sports
3618,"Taekwondo (Girls and Boys)",Sports
3618,"Boys' Brigade (Boys)","Uniform Group"
3618,"Girls' Brigade (Girls)","Uniform Group"
3618,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3618,"Red Cross Youth (Girls and Boys)","Uniform Group"
3618,"Choir (Girls and Boys)",Arts
3618,"Modern Dance (Girls and Boys)",Arts
3618,"English Drama (Girls and Boys)",Arts
3618,"Concert Band (Girls and Boys)",Arts
3618,"Robotics (Girls and Boys)","Clubs and Societies"
3618,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3618,"Environmental Science (Girls and Boys)","Clubs and Societies"
3618,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3103,"Badminton (Girls and Boys)",Sports
3103,"Basketball (Boys)",Sports
3103,"Netball (Girls)",Sports
3103,"Softball (Girls)",Sports
3103,"Table Tennis (Girls and Boys)",Sports
3103,"Wushu (Girls and Boys)",Sports
3103,"Volleyball (Girls)",Sports
3103,"Floorball (Girls)",Sports
3103,"Girl Guides (Girls)","Uniform Group"
3103,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3103,"St John Brigade (Girls and Boys)","Uniform Group"
3103,"Scouts (Boys)","Uniform Group"
3103,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3103,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3103,"Choir (Girls and Boys)",Arts
3103,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3103,"Chinese Drama (Girls and Boys)","Clubs and Societies"
3103,"English Drama (Girls and Boys)",Arts
3103,"Concert Band (Girls and Boys)",Arts
3103,"English Language, Drama and Debating (Girls and Boys)",Arts
3103,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
3103,"Chinese Language, Drama and Debating (Girls and Boys)","Clubs and Societies"
3103,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3239,"Badminton (Girls and Boys)",Sports
3239,"Basketball (Girls and Boys)",Sports
3239,"Netball (Girls)",Sports
3239,"Football (Boys)",Sports
3239,"Softball (Girls)",Sports
3239,"Boys' Brigade (Boys)","Uniform Group"
3239,"Girls' Brigade (Girls)","Uniform Group"
3239,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3239,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
3239,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3239,"Choir (Girls and Boys)",Arts
3239,"Modern Dance (Girls and Boys)",Arts
3239,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3239,"Indian Dance (Girls and Boys)",Arts
3239,"Malay Dance (Girls and Boys)",Arts
3239,"English Drama (Girls and Boys)",Arts
3239,"Concert Band (Girls and Boys)",Arts
3239,"Art and Crafts (Girls and Boys)",Arts
3239,"Audio Visual Aid (Girls and Boys)",Arts
3239,"Robotics (Girls and Boys)","Clubs and Societies"
3239,"Environmental Science (Girls and Boys)","Clubs and Societies"
3239,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7805,"Badminton (Girls and Boys)",Sports
7805,"Basketball (Girls and Boys)",Sports
7805,"Fencing (Girls and Boys)",Sports
7805,"Football (Boys)",Sports
7805,"Track and Field (Girls and Boys)",Sports
7805,"Taekwondo (Girls and Boys)",Sports
7805,"Floorball (Boys)",Sports
7805,"Scouts (Girls and Boys)","Uniform Group"
7805,"Guitar Ensemble (Girls and Boys)",Arts
7805,"English Drama (Girls and Boys)",Arts
7805,"Pop and Jazz (Girls and Boys)",Arts
7805,"Space Science (Girls and Boys)","Clubs and Societies"
7805,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
7805,"Robotics (Girls and Boys)","Clubs and Societies"
7805,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3606,"Badminton (Girls and Boys)",Sports
3606,"Netball (Girls)",Sports
3606,"Football (Boys)",Sports
3606,"Volleyball (Girls and Boys)",Sports
3606,"Floorball (Girls and Boys)",Sports
3606,"Boys' Brigade (Boys)","Uniform Group"
3606,"Girls' Brigade (Girls)","Uniform Group"
3606,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3606,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
3606,"Chinese Dance (Girls)","Clubs and Societies"
3606,"Malay Dance (Girls and Boys)",Arts
3606,"Concert Band (Girls and Boys)",Arts
3606,"Audio Visual Aid (Girls and Boys)",Arts
3606,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3606,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3606,"Student Leadership (House) (Girls and Boys)","Clubs and Societies"
3607,"Badminton (Girls and Boys)",Sports
3607,"Basketball (Girls and Boys)",Sports
3607,"Hockey (Girls and Boys)",Sports
3607,"Netball (Girls)",Sports
3607,"Football (Boys)",Sports
3607,"Girl Guides (Girls)","Uniform Group"
3607,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3607,"Red Cross Youth (Girls and Boys)","Uniform Group"
3607,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3607,"Choir (Girls and Boys)",Arts
3607,"Guzheng Ensemble (Girls and Boys)",Arts
3607,"Modern Dance (Girls and Boys)",Arts
3607,"English Drama (Girls and Boys)",Arts
3607,"Concert Band (Girls and Boys)",Arts
3607,"Art and Crafts (Girls and Boys)",Arts
3607,"Audio Visual Aid (Girls and Boys)",Arts
3509,"Badminton (Girls and Boys)",Sports
3509,"Basketball (Boys)",Sports
3509,"Netball (Girls)",Sports
3509,"Football (Boys)",Sports
3509,"Table Tennis (Boys)",Sports
3509,"Floorball (Girls)",Sports
3509,"Boys' Brigade (Boys)","Uniform Group"
3509,"Girls' Brigade (Girls)","Uniform Group"
3509,"Girl Guides (Girls)","Uniform Group"
3509,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3509,"Red Cross Youth (Girls and Boys)","Uniform Group"
3509,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3509,"Choir (Girls and Boys)",Arts
3509,"Guzheng Ensemble (Girls and Boys)",Arts
3509,"Modern Dance (Girls and Boys)",Arts
3509,"English Drama (Girls and Boys)",Arts
3509,"Concert Band (Girls and Boys)",Arts
3509,"Robotics (Girls and Boys)","Clubs and Societies"
3509,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3010,"Basketball (Boys)",Sports
3010,"Netball (Girls)",Sports
3010,"Football (Boys)",Sports
3010,"Floorball (Girls and Boys)",Sports
3010,"Girl Guides (Girls)","Uniform Group"
3010,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3010,"Red Cross Youth (Girls and Boys)","Uniform Group"
3010,"Scouts (Boys)","Uniform Group"
3010,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3010,"Choir (Girls and Boys)",Arts
3010,"Modern Dance (Girls)",Arts
3010,"Malay Dance (Girls)",Arts
3010,"English Drama (Girls and Boys)",Arts
3010,"Concert Band (Girls and Boys)",Arts
3010,"Chinese Instrumental Ensemble (Girls and Boys)","Clubs and Societies"
3010,"Audio Visual Aid (Girls and Boys)",Arts
3010,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
7014,"Badminton (Girls)",Sports
7014,"Basketball (Girls)",Sports
7014,"Netball (Girls)",Sports
7014,"Squash (Girls)",Sports
7014,"Swimming (Girls)",Sports
7014,"Tennis (Girls)",Sports
7014,"Artistic Gymnastics (Girls)",Arts
7014,"Trampoline (Girls)",Sports
7014,"Artistic Swimming (Girls)",Arts
7014,"Girls' Brigade (Girls)","Uniform Group"
7014,"Girl Guides (Girls)","Uniform Group"
7014,"Red Cross Youth (Girls)","Uniform Group"
7014,"National Cadet Corps (NCC) (Land) (Girls)","Uniform Group"
7014,"Choir (Girls)",Arts
7014,"String Ensemble (Girls)",Arts
7014,"Handbell Ensemble (Girls)",Arts
7014,"Modern Dance (Girls)",Arts
7014,"Chinese Drama (Girls)","Clubs and Societies"
7014,"English Drama (Girls)",Arts
7014,"Concert Band (Girls)",Arts
7014,"Art and Crafts (Girls)",Arts
7014,"Debating and Public Speaking (Girls)","Clubs and Societies"
7014,"Environmental Science (Girls)","Clubs and Societies"
7014,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
7014,"Student Leadership (Prefect) (Girls)","Clubs and Societies"
7807,"Basketball (Boys)",Sports
7807,"Cross Country (Girls and Boys)",Sports
7807,"Football (Girls and Boys)",Sports
7807,"Floorball (Boys)",Sports
7807,"Girl Guides (Girls)","Uniform Group"
7807,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
7807,"Percussion Ensemble (Girls and Boys)",Arts
7807,"Modern Dance (Girls and Boys)",Arts
7807,"Art and Crafts (Girls and Boys)",Arts
7807,"Design and Innovation (Girls and Boys)","Clubs and Societies"
7807,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
7807,"Environmental Science (Girls and Boys)","Clubs and Societies"
7807,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7807,"Food and Consumer Education (Girls and Boys)","Clubs and Societies"
3053,"Netball (Girls)",Sports
3053,"Football (Boys)",Sports
3053,"Taekwondo (Girls and Boys)",Sports
3053,"Floorball (Girls and Boys)",Sports
3053,"Outdoor Adventure (Girls and Boys)",Sports
3053,"Boys' Brigade (Boys)","Uniform Group"
3053,"Girls' Brigade (Girls)","Uniform Group"
3053,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3053,"National Police Cadet Corps (NPCC) (Sea) (Girls and Boys)","Uniform Group"
3053,"Guzheng Ensemble (Girls and Boys)",Arts
3053,"Modern Dance (Girls and Boys)",Arts
3053,"English Drama (Girls and Boys)",Arts
3053,"Concert Band (Girls and Boys)",Arts
3053,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
7015,"Basketball (Boys)",Sports
7015,"Hockey (Boys)",Sports
7015,"Rugby (Boys)",Sports
7015,"Football (Boys)",Sports
7015,"Squash (Boys)",Sports
7015,"Swimming (Boys)",Sports
7015,"Track and Field (Boys)",Sports
7015,"Tennis (Boys)",Sports
7015,"Water Polo (Boys)",Sports
7015,"Boys' Brigade (Boys)","Uniform Group"
7015,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7015,"Scouts (Boys)","Uniform Group"
7015,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7015,"Choir (Boys)",Arts
7015,"English Drama (Boys)",Arts
7015,"Concert Band (Boys)",Arts
7015,"Singapore Youth Flying Club (Boys)","Clubs and Societies"
7015,"Robotics (Boys)","Clubs and Societies"
7016,"Badminton (Girls)",Sports
7016,"Handball (Girls)",Sports
7016,"Netball (Girls)",Sports
7016,"Track and Field (Girls)",Sports
7016,"Tennis (Girls)",Sports
7016,"Taekwondo (Girls)",Sports
7016,"Floorball (Girls)",Sports
7016,"Girl Guides (Girls)","Uniform Group"
7016,"National Civil Defence Cadet Corps (NCDCC) (Girls)","Uniform Group"
7016,"Angklung/Kulintang Ensemble (Girls)",Arts
7016,"Choir (Girls)",Arts
7016,"Guitar Ensemble (Girls)",Arts
7016,"Percussion Ensemble (Girls)",Arts
7016,"Modern Dance (Girls)",Arts
7016,"Indian Dance (Girls)",Arts
7016,"English Drama (Girls)",Arts
7016,"Concert Band (Girls)",Arts
7016,"Audio Visual Aid (Girls)",Arts
7016,"Debating and Public Speaking (Girls)","Clubs and Societies"
7016,"Film (Girls)",Arts
7016,"Media Resource Library (Girls)","Clubs and Societies"
7016,"Home Economics (Girls)","Clubs and Societies"
7017,"Badminton (Boys)",Sports
7017,"Judo (Boys)",Sports
7017,"Karate (Boys)",Sports
7017,"Football (Boys)",Sports
